app,review,rating,date
BOA,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08T10:12:19
BOA,it just doesn't work...so frustrating,1,2025-04-07T18:04:17
BOA,like,5,2025-04-06T22:17:21
BOA,it's not work correctly... you must have update it,1,2025-04-06T11:01:42
BOA,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04T22:57:29
BOA,after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04T12:38:08
BOA,good but they don't update enough don't add new things,3,2025-04-04T12:24:06
BOA,very good,5,2025-04-03T08:50:56
BOA,thank you,5,2025-04-02T03:33:00
BOA,it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01T00:27:34
BOA,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31T23:55:06
BOA,good application,5,2025-03-30T21:56:40
BOA,this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30T15:27:26
BOA,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29T14:29:38
BOA,always problematic hardly works,1,2025-03-26T13:28:25
BOA,considering the fact the bank is huge this app really bad you could do better,1,2025-03-25T18:33:59
BOA,best app,5,2025-03-25T13:15:12
BOA,very good,5,2025-03-25T12:56:42
BOA,"worst app and Bank ever u be ashamed, scammer",1,2025-03-24T17:00:42
BOA,great BoA,5,2025-03-22T12:46:56
BOA,best,5,2025-03-21T12:32:05
BOA,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21T10:49:11
BOA,good,5,2025-03-21T06:06:10
BOA,good,5,2025-03-19T21:15:38
BOA,there is no speed,1,2025-03-19T19:12:01
BOA,"For anyone who wants to download it, just don't!!!",1,2025-03-19T16:02:57
BOA,wonderful,5,2025-03-19T13:58:10
BOA,all worck,5,2025-03-19T12:55:57
BOA,Best app,5,2025-03-17T01:23:13
BOA,Loved it,5,2025-03-14T17:57:04
BOA,Wow,1,2025-03-14T03:37:53
BOA,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12T22:41:25
BOA,Improved to be the best,5,2025-03-11T12:32:31
BOA,BoA,5,2025-03-11T10:51:57
BOA,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11T09:22:01
BOA,BoA Greqt Ethiopian bank.,5,2025-03-11T08:31:05
BOA,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10T20:11:15
BOA,Almost better compared to cbe where it is not qualified for,4,2025-03-09T11:50:02
BOA,what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09T11:34:30
BOA,Wonderfull app,5,2025-03-08T10:23:26
BOA,i can't use this app why?,5,2025-03-07T14:28:00
BOA,Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06T22:44:28
BOA,Wow,4,2025-03-05T21:58:05
BOA,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05T15:03:56
BOA,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04T20:03:40
BOA,Good app,5,2025-03-03T16:47:22
BOA,"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03T09:24:29
BOA,It has good features but sometimes it doesn't work...0,1,2025-03-02T17:02:17
BOA,Very poor proformance,1,2025-03-01T23:02:44
BOA,It's not opening. Really frustrating,1,2025-03-01T17:18:34
BOA,Verry Amazing App from all IB,5,2025-03-01T11:35:08
BOA,Not working on this days,1,2025-02-26T13:29:28
BOA,Thank you BoA,5,2025-02-23T11:06:47
BOA,best banking app in the wworld,5,2025-02-22T19:58:17
BOA,Nice app and it's easy to use,5,2025-02-21T12:41:42
BOA,"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15T18:15:50
BOA,This is help full i like ittttt,5,2025-02-14T21:09:06
BOA,The is not functional at all?,2,2025-02-12T11:31:48
BOA,Best bank,5,2025-02-08T11:08:52
BOA,Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07T09:28:37
BOA,good,5,2025-02-05T07:32:27
BOA,🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04T08:48:51
BOA,I have been using this app for two years.It is amazing.,5,2025-02-01T00:18:26
BOA,Good 👍,5,2025-01-31T17:46:28
BOA,Sad experience,1,2025-01-30T20:27:28
BOA,Always do update and that is annoying,3,2025-01-27T09:11:12
BOA,"Best app, somehow waiting a few minutes",5,2025-01-23T16:02:28
BOA,I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22T06:05:22
BOA,Whenever I try to sign in app close please fixed it out,2,2025-01-21T19:34:22
BOA,Beter,5,2025-01-21T12:47:47
BOA,Boa,4,2025-01-18T16:17:34
BOA,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18T13:33:28
BOA,Aadan Axmed Barkhadle,5,2025-01-17T19:23:05
BOA,😡😡😡🤬🤬🤬,1,2025-01-16T12:46:26
BOA,Horrible customer service and app crashes Horrible!!,1,2025-01-15T13:24:17
BOA,I love it,5,2025-01-14T11:17:47
BOA,Best,5,2025-01-14T11:14:00
BOA,It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13T15:45:23
BOA,Good🙏,5,2025-01-12T02:27:14
BOA,Like to much,5,2025-01-11T10:43:49
BOA,Thank you,5,2025-01-10T19:24:54
BOA,Perfect,5,2025-01-09T19:02:07
BOA,The best of best,5,2025-01-09T15:57:55
BOA,I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07T12:26:17
BOA,Boa,5,2025-01-06T08:43:09
BOA,Great 👍,5,2025-01-04T16:59:09
BOA,Fast and suitable for the customers.,5,2025-01-04T08:16:44
BOA,Good 👍,5,2025-01-03T20:59:49
BOA,Good app and helpful,5,2025-01-03T15:51:42
BOA,"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03T07:56:58
BOA,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02T15:31:28
BOA,It doesn't work at all.,2,2025-01-02T13:24:09
BOA,this app is not available,1,2025-01-02T08:46:51
BOA,Best,5,2025-01-01T19:59:05
BOA,Wow what amazing,5,2024-12-30T21:45:24
BOA,love it,5,2024-12-30T19:30:43
BOA,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30T16:08:06
BOA,Lemn embi yilal??,5,2024-12-30T16:01:11
BOA,Good,5,2024-12-30T13:20:13
BOA,It's useless app downgraded.,1,2024-12-29T13:19:05
BOA,Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27T13:28:26
BOA,Nice,5,2024-12-26T19:09:33
BOA,When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24T06:27:54
BOA,አይሰራም ሼም ነው፤,1,2024-12-23T17:03:45
BOA,Not that much bad,3,2024-12-22T11:12:44
BOA,Fine,5,2024-12-21T02:16:46
BOA,The dirtiest application ever seen...,1,2024-12-20T19:09:23
BOA,Nic ap,5,2024-12-19T20:08:34
BOA,The forest app ever,1,2024-12-19T11:07:06
BOA,"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19T06:02:34
BOA,Bank of abissena,1,2024-12-17T21:21:09
BOA,Good,3,2024-12-16T19:29:33
BOA,"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16T13:02:26
BOA,GOOD,5,2024-12-15T01:02:24
BOA,The worst banking app ever. Never works!,1,2024-12-14T08:45:35
BOA,Poorly functioning app,3,2024-12-13T12:55:02
BOA,Very nice,5,2024-12-13T10:57:24
BOA,Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11T06:08:14
BOA,It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10T09:43:57
BOA,"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08T23:16:05
BOA,"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07T22:40:19
BOA,Nice,5,2024-12-07T18:00:27
BOA,Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06T17:19:23
BOA,It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02T21:19:07
BOA,It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01T14:52:25
BOA,My attention is very important because it will be the most difficult time for me,5,2024-11-30T20:23:48
BOA,"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29T06:40:35
BOA,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28T11:44:51
BOA,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28T10:17:48
BOA,exellent digital transaction of money,5,2024-11-27T00:10:14
BOA,The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26T15:05:22
BOA,Best,5,2024-11-25T19:10:50
BOA,Great,5,2024-11-25T17:26:59
BOA,👏👏👏,5,2024-11-24T21:31:39
BOA,Money,5,2024-11-24T10:31:41
BOA,It needs more improvment,2,2024-11-24T09:17:29
BOA,Hey Google,5,2024-11-21T22:51:14
BOA,Good app,5,2024-11-21T17:40:34
BOA,ab,3,2024-11-20T22:26:08
BOA,Ademtahir,5,2024-11-20T13:41:49
BOA,✌️✌️,5,2024-11-20T12:25:55
BOA,Please this app on my android phone,3,2024-11-20T09:25:05
BOA,GOAT 🐐 🐐,5,2024-11-19T16:48:41
BOA,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19T14:12:49
BOA,Fast and reliable,5,2024-11-18T18:58:47
BOA,"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17T22:11:45
BOA,Very good,5,2024-11-14T15:52:39
BOA,One of the poorest mobile banking system,1,2024-11-13T13:35:40
BOA,❤❤❤❤❤❤,5,2024-11-12T21:39:07
BOA,Oene,5,2024-11-12T17:20:14
BOA,i find it interesting specially in reciept downloading,1,2024-11-12T16:43:41
BOA,it good,5,2024-11-12T15:50:38
BOA,"This app crashes everytime, please fix it",1,2024-11-12T15:08:59
BOA,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12T13:55:52
BOA,I need a support the app is not working,5,2024-11-12T13:10:33
BOA,Bast bank of ethiopia,5,2024-11-12T13:01:11
BOA,Good,5,2024-11-12T12:45:45
BOA,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12T12:15:50
BOA,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12T12:13:20
BOA,The worst App i have never seen like this before,1,2024-11-12T11:48:40
BOA,Wweeeer,4,2024-11-12T10:21:44
BOA,Infinx,5,2024-11-12T09:52:38
BOA,Great service,5,2024-11-12T07:17:47
BOA,👍,5,2024-11-11T13:59:32
BOA,This app is not available on all android versions and some times it is not functional.,1,2024-11-08T14:41:15
BOA,senayt Mesfin,4,2024-11-08T14:13:42
BOA,Bad app vety bad.,1,2024-11-07T07:21:50
BOA,Nice,5,2024-11-06T17:24:50
BOA,Abessnya Banke,5,2024-11-05T15:05:11
BOA,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04T11:45:20
BOA,Okay,5,2024-11-03T19:25:36
BOA,Professional on banking app,5,2024-11-01T16:08:51
BOA,Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27T23:37:31
BOA,አይሰራም አስተካክሉት,5,2024-10-26T17:13:59
BOA,Please try another because this app doesn't feet the need of this generation,1,2024-10-25T22:17:13
BOA,Good,4,2024-10-25T17:40:10
BOA,Fast transfer,5,2024-10-24T11:51:40
BOA,"What's up I can't log in, what's wrong",5,2024-10-22T05:57:44
BOA,Amrumehamed,1,2024-10-21T16:43:38
BOA,Good,5,2024-10-19T16:42:22
BOA,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18T21:22:15
BOA,Very good,5,2024-10-18T17:02:55
BOA,ደደገነሐ,5,2024-10-15T10:27:29
BOA,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14T08:06:39
BOA,A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13T09:08:25
BOA,Good App,4,2024-10-12T17:04:14
BOA,Best app to me,5,2024-10-11T21:16:21
BOA,BOA,5,2024-10-11T16:31:58
BOA,Abdulkadir,5,2024-10-11T09:28:56
BOA,Bad,1,2024-10-10T15:17:31
BOA,If it is possible I would gove0 star,1,2024-10-08T16:20:37
BOA,Nise mobile bankig,4,2024-10-05T15:39:26
BOA,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04T23:34:24
BOA,Ok,5,2024-10-04T17:20:43
BOA,Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04T11:23:06
BOA,Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04T09:18:27
BOA,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04T05:55:49
BOA,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04T05:30:33
BOA,Good,3,2024-10-03T18:17:09
BOA,Worest app,1,2024-10-03T12:57:35
BOA,The worest app ever,1,2024-10-03T12:54:58
BOA,አሪፍ ነው በርቱልን,5,2024-10-03T01:53:27
BOA,Wwwerrr,5,2024-10-02T19:16:32
BOA,ጀማል ውቀቱ,5,2024-09-30T16:46:53
BOA,Great For Financial company,5,2024-09-30T09:13:34
BOA,Very easy to use,5,2024-09-30T08:48:28
BOA,The App's crash always.. Error.....,3,2024-09-27T16:25:54
BOA,This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26T21:13:35
BOA,nice,5,2024-09-26T05:56:33
BOA,Great UI and seamless UX. I love it!!,5,2024-09-25T21:51:19
BOA,That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25T21:18:13
BOA,It's easy used to operate program and secured 👍👍,4,2024-09-25T16:00:21
BOA,I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21T14:34:07
BOA,Amazing,5,2024-09-19T12:07:21
BOA,Great app with great services,5,2024-09-19T09:32:07
BOA,Yes active user,5,2024-09-17T16:47:44
BOA,Shameful,1,2024-09-17T16:26:12
BOA,The worest app ever made i would not recommende for no one,1,2024-09-16T20:05:52
BOA,Good application,5,2024-09-16T18:08:14
BOA,I like,5,2024-09-16T15:00:21
BOA,Good,5,2024-09-16T13:15:56
BOA,"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15T20:36:11
BOA,"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15T08:59:12
BOA,የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14T16:37:34
BOA,It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14T15:09:31
BOA,"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14T02:48:46
BOA,"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13T21:50:22
BOA,Bes and freindly app,5,2024-09-13T07:47:02
BOA,It doesn't work.,1,2024-09-12T12:20:37
BOA,"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11T22:39:38
BOA,How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11T14:19:05
BOA,Good,5,2024-09-10T12:30:24
BOA,Smart technology,5,2024-09-10T09:48:06
BOA,Yegema app tish🪨,1,2024-09-08T08:53:43
BOA,Ok,5,2024-09-07T18:12:32
BOA,"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07T10:42:49
BOA,"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06T19:16:55
BOA,"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06T10:06:12
BOA,Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05T23:48:22
BOA,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05T20:52:21
BOA,good,5,2024-09-05T08:22:58
BOA,Fast one,3,2024-09-04T22:10:02
BOA,Nice looking app but a terrible user experience.,1,2024-09-03T17:30:49
BOA,The worest MB app ever!!🙄,1,2024-09-02T14:13:33
BOA,Very good,5,2024-09-01T19:47:47
BOA,It is ok,5,2024-09-01T12:56:42
BOA,Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30T13:05:08
BOA,Good,5,2024-08-30T13:01:27
BOA,Apollo's,1,2024-08-29T22:26:11
BOA,The worst experience ever,1,2024-08-29T17:17:17
BOA,Hussenaliumar,5,2024-08-29T12:35:33
BOA,Good,3,2024-08-28T16:14:12
BOA,Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28T06:35:38
BOA,It is not work for my device,5,2024-08-27T18:21:28
BOA,"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26T14:15:02
BOA,The worst app ever,1,2024-08-26T12:41:26
BOA,Good,5,2024-08-26T12:03:09
BOA,Betanya Gebre,3,2024-08-23T21:29:23
BOA,I dont recommand it to any one,1,2024-08-23T11:05:36
BOA,Good,5,2024-08-22T09:00:42
BOA,Excellent app,5,2024-08-21T13:20:16
BOA,"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20T12:35:21
BOA,ትርሃስ,5,2024-08-19T18:58:10
BOA,Gio,4,2024-08-19T13:12:51
BOA,App isn't working,1,2024-08-18T20:48:13
BOA,Best app,5,2024-08-18T20:19:44
BOA,so far good but always it lugs,3,2024-08-17T19:16:57
BOA,Don't trust this bank and its service.,1,2024-08-16T14:31:36
BOA,"I can not open and use the application,please help me!",5,2024-08-15T21:13:25
BOA,Horrible,1,2024-08-14T22:31:06
BOA,Mostly not working 😑,1,2024-08-14T12:29:24
BOA,Good,5,2024-08-13T20:26:12
BOA,Awesome 👌,5,2024-08-12T14:38:07
BOA,"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12T13:23:20
BOA,Thank you,3,2024-08-12T11:06:19
BOA,Very poor app b/c highly slow to open the app,1,2024-08-12T07:56:44
BOA,Ok,5,2024-08-12T03:46:06
BOA,best,1,2024-08-12T02:34:06
BOA,Best app,5,2024-08-11T22:38:09
BOA,Wedi Tekle .,5,2024-08-11T16:13:14
BOA,Bad app📱👎👎👎,1,2024-08-11T12:39:15
BOA,Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11T09:12:42
BOA,Nice appp,5,2024-08-11T07:23:42
BOA,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10T18:31:56
BOA,Gooood app my dear,5,2024-08-10T02:59:07
BOA,Harun tamam galanaa,3,2024-08-09T17:30:52
BOA,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08T15:31:00
BOA,Gamebela,1,2024-08-08T15:07:21
BOA,so poor app to use can't start up when open the app,1,2024-08-08T10:48:54
BOA,"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07T16:34:52
BOA,Good job,5,2024-08-07T13:56:13
BOA,"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07T13:03:34
BOA,good,3,2024-08-07T11:50:31
BOA,Good,5,2024-08-07T11:14:08
BOA,Bad app .,1,2024-08-06T21:40:31
BOA,"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06T18:12:53
